GMGC_id;db;seq_id;gene;family
GMGC10.302_670_549.MDTG;CARD;90.75;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_675_350.MDLA;ARG-ANNOT;88.79;(Tet)Tet(60);cycline
GMGC10.302_675_350.MDLA;CARD;88.79;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_675_350.MDLA;NCBI;88.79;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.302_675_350.MDLA;ResFinder;88.79;tetA(60);cycline
GMGC10.302_680_864.RRMA;CARD;83.97;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_685_913.MDTG;CARD;93.58;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_721_780.YHEH;ARG-ANNOT;86.21;(Tet)TetB(60);cycline
GMGC10.302_721_780.YHEH;CARD;86.21;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_721_780.YHEH;NCBI;86.21;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.302_721_780.YHEH;ResFinder;86.21;tetB(60);cycline
GMGC10.302_722_688.FOLA;ResFinderFG;80.51;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_723_640.RRMA;CARD;83.71;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_731_701.RRMA;CARD;90.69;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_735_591.MDTG;CARD;94.76;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_744_339.FOLA;ResFinderFG;98.33;"Dihydrofolate reductase""|KF629934.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_749_283.RRMA;CARD;88.69;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_796_711.MDLA;ARG-ANNOT;91.05;(Tet)Tet(60);cycline
GMGC10.302_796_711.MDLA;CARD;91.05;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_796_711.MDLA;NCBI;91.05;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.302_796_711.MDLA;ResFinder;91.05;tetA(60);cycline
GMGC10.302_797_972.AACA7;ResFinderFG;97.67;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.302_798_586.FOLA;ResFinderFG;90.96;"Dihydrofolate reductase""|KF628587.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.302_810_045.FOLA;ResFinderFG;94.51;"Dihydrofolate reductase""|KX125588.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.302_846_761.RRMA;CARD;83.53;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_854_548.FOLA;ResFinderFG;88.65;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_856_211.FOLA;ResFinderFG;84.06;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_857_531.LMRD;CARD;92.64;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.302_859_427.FOLA;ResFinderFG;94.08;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_897_260.RRMA;CARD;91.87;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_914_614.FOLA;ResFinderFG;91.52;"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.302_918_892.RRMA;CARD;85.1;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_919_895.RRMA;CARD;92.27;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_940_966.YHEH;ARG-ANNOT;85.67;(Tet)TetB(60);cycline
GMGC10.302_940_966.YHEH;CARD;85.67;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_940_966.YHEH;NCBI;85.67;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.302_940_966.YHEH;ResFinder;85.67;tetB(60);cycline
GMGC10.302_979_175.DDL;ResFinderFG;85.64;"D-alanine--D-alanine ligase A""|KF629671.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.302_980_758.FOLA;ResFinderFG;85.89;"Dihydrofolate reductase""|KF629349.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.303_001_348.ERMX;ARG-ANNOT;99.62;(MLS)erm(F);MLS
GMGC10.303_001_348.ERMX;CARD;99.62;ErmF confers the MLSb phenotype.;MLS
GMGC10.303_001_348.ERMX;NCBI;99.75;23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F);MLS
GMGC10.303_001_348.ERMX;ResFinder;99.75;erm(F);MLS
GMGC10.303_004_121.TETR;ARG-ANNOT;100.0;(Tet)tetR;cycline
GMGC10.303_004_121.TETR;ResFinderFG;99.85;"Tetracycline repressor protein class A from transposon 1721""|GQ343144.1|human fecal matter|MIN";cycline
GMGC10.303_015_504.LMRC;CARD;93.86;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.303_015_505.LMRD;CARD;92.76;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.303_086_099.LMRD;CARD;80.78;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.303_098_909.FOLA;ResFinderFG;94.71;"Dihydrofolate reductase""|KX126474.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.303_103_555.RRMA;CARD;89.64;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_104_499.MDTG;CARD;92.92;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.303_156_934.YHEH;ARG-ANNOT;87.57;(Tet)TetB(60);cycline
GMGC10.303_156_934.YHEH;CARD;87.57;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.303_156_934.YHEH;NCBI;87.57;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.303_156_934.YHEH;ResFinder;87.57;tetB(60);cycline
GMGC10.303_158_518.FOLA;ResFinderFG;93.53;"Dihydrofolate reductase""|KX125588.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.303_174_090.RRMA;CARD;91.52;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_177_958.DDL;ResFinderFG;82.62;"D-alanine--D-alanine ligase""|GQ343133.1|human saliva|CYC";Glycopeptide/Cycloserine
GMGC10.303_178_037.DDL;ResFinderFG;94.81;"D-alanine--D-alanine ligase""|KF628888.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.303_190_665.FOLA;ResFinderFG;95.07;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.303_200_050.FOLA;ResFinderFG;95.86;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.303_203_236.MDLA;ARG-ANNOT;91.09;(Tet)Tet(60);cycline
GMGC10.303_203_236.MDLA;CARD;91.09;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.303_203_236.MDLA;NCBI;91.09;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.303_203_236.MDLA;ResFinder;91.09;tetA(60);cycline
GMGC10.303_218_459.MDTG;CARD;94.42;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.303_229_008.RRMA;CARD;84.57;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_231_111.MDLA;ARG-ANNOT;88.1;(Tet)Tet(60);cycline
GMGC10.303_231_111.MDLA;CARD;88.1;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.303_231_111.MDLA;NCBI;88.1;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.303_231_111.MDLA;ResFinder;88.1;tetA(60);cycline
GMGC10.303_245_857.LMRD;CARD;82.62;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.303_301_963.DDL;ResFinderFG;81.84;"D-alanine--D-alanine ligase B""|KX125154.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.303_306_945.DDL;ResFinderFG;94.35;"D-alanine--D-alanine ligase A""|KF627306.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.303_331_967.LMRD;CARD;93.83;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.303_333_871.AACA7;ResFinderFG;97.28;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.303_338_571.RRMA;CARD;91.17;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_340_611.MDTK;CARD;91.61;hmrM is a multidrug efflux pump belonging to the MATE family and functions as a  Na+/drug antiporter.;Multidrug_efflux
GMGC10.303_368_826.AACA7;ResFinderFG;98.53;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.303_420_118.DDL;ResFinderFG;94.99;"D-alanine--D-alanine ligase B""|KF630341.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.303_427_817.LSA;ARG-ANNOT;94.79;(MLS)lsa(C);MLS
GMGC10.303_427_817.LSA;CARD;94.79;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.303_427_817.LSA;NCBI;94.79;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.303_427_817.LSA;ResFinder;94.79;lsa(C);MLS
GMGC10.303_443_921.RRMA;CARD;82.41;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_457_591.TETP;ARG-ANNOT;98.64;(Tet)tetQ;cycline
GMGC10.303_457_591.TETP;CARD;98.64;TetQ is a ribosomal protection protein. Its gene is associated with a conjugative transposon and has been found in both Gram-positive and Gram-negative bacteria.;cycline
GMGC10.303_457_591.TETP;NCBI;98.64;tetracycline resistance ribosomal protection protein Tet(Q);cycline
GMGC10.303_457_591.TETP;ResFinder;98.64;tet(Q);cycline
GMGC10.303_466_535.FOLA;ResFinderFG;92.53;"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.303_480_255.MDLA;CARD;95.25;tetA(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.303_480_255.MDLA;NCBI;95.25;tetracycline efflux ABC transporter Tet(46) subunit A;cycline
GMGC10.303_480_255.MDLA;ResFinder;95.25;tetA(46);cycline
GMGC10.303_493_036.MDLA;ARG-ANNOT;88.62;(Tet)Tet(60);cycline
GMGC10.303_493_036.MDLA;CARD;88.62;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.303_493_036.MDLA;NCBI;88.62;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.303_493_036.MDLA;ResFinder;88.62;tetA(60);cycline
GMGC10.303_498_318.FOLA;ResFinderFG;94.48;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.303_498_495.RRMA;CARD;90.93;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_499_151.AACA7;ResFinderFG;98.83;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.303_500_830.TETP;ARG-ANNOT;98.14;(Tet)tetW;cycline
GMGC10.303_500_830.TETP;CARD;98.14;TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.;cycline
GMGC10.303_500_830.TETP;NCBI;98.14;tetracycline resistance ribosomal protection protein Tet(W);cycline
GMGC10.303_500_830.TETP;ResFinder;98.14;tet(W);cycline
GMGC10.303_511_984.RRMA;CARD;90.22;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_512_822.LMRC;CARD;80.19;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.303_518_591.DDL;ResFinderFG;98.99;"D-alanine--D-alanine ligase""|KF629844.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.303_528_756.LMRD;CARD;93.21;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.303_533_497.RRMA;CARD;84.09;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_547_524.FOLA;ResFinderFG;92.62;"Dihydrofolate reductase""|KF626880.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.303_553_662.RRMA;CARD;90.34;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_554_798.ERMA;ARG-ANNOT;99.46;(MLS)erm(B);MLS
GMGC10.303_554_798.ERMA;CARD;99.46;ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.;MLS
GMGC10.303_554_798.ERMA;NCBI;99.73;23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B);MLS
GMGC10.303_554_798.ERMA;ResFinder;99.08;erm(B);MLS
GMGC10.303_573_200.LSA;ARG-ANNOT;99.39;(MLS)lsa(C);MLS
GMGC10.303_573_200.LSA;CARD;99.39;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.303_573_200.LSA;NCBI;99.39;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.303_573_200.LSA;ResFinder;99.39;lsa(C);MLS
GMGC10.303_586_047.RRMA;CARD;83.29;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_609_759.RRMA;CARD;83.77;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.303_611_478.AACA7;ResFinderFG;97.44;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.303_613_108.UNKNOWN;ARG-ANNOT;99.77;(Bla)cfxA;blactamase
